,ZIP_CODE,CITY,LONGITUDE,LATITUDE
644,98372,Puyallup,-122.27131,47.198591
645,98131,Seattle,-121.803388,47.432251
646,98037,Lynnwood,-122.28348,47.848237
647,99119,Cusick,-117.31689,48.504786
648,98508,Olympia,-122.702393,46.978118
649,99371,Washtucna,-118.2869,46.782783
650,98291,Snohomish,-122.050108,47.909511
651,98277,Oak Harbor,-122.65093,48.303774
652,98856,Twisp,-120.13051,48.359904
653,98008,Bellevue,-122.1155,47.609222
654,99135,Hartline,-119.08897,47.641983
655,98294,Sultan,-121.78899,47.86527
656,98406,Tacoma,-122.49518,47.26302
657,98340,Hansville,-122.57489,47.910628
658,99205,Spokane,-117.43979,47.69399
659,98077,Woodinville,-122.0417346,47.7597609
660,99329,Dixie,-118.15325,46.138753
661,98686,Vancouver,-122.63419,45.712623
662,98560,Matlock,-123.43097,47.26332
663,98129,Seattle,-121.803388,47.432251
664,99347,Pomeroy,-117.57295,46.44754
665,98221,Anacortes,-122.61976,48.495234
666,98621,Grays River,-123.58307,46.348706
667,98625,Kalama,-122.79718,46.015873
668,98253,Greenbank,-122.57129,48.085852
669,98445,Tacoma,-122.41196,47.148269
670,98558,Mckenna,-122.55585,46.955863
671,98378,Retsil,-122.729304,47.687971
672,99109,Chewelah,-117.73437,48.269784
673,98154,Seattle,-122.33357,47.60632
674,98660,Vancouver,-122.69009,45.652255
675,98533,Cinebar,-122.53345,46.588026
676,98106,Seattle,-122.35443,47.53282
677,99256,Spokane,-117.431742,47.653568
678,98319,Duvall,-121.978279,47.741268
679,98279,Olga,-122.81372,48.63205
680,98363,Port Angeles,-123.63765,48.102836
681,98606,Brush Prairie,-122.48034,45.73451
682,98283,Rockport,-121.48418,48.509814
683,98675,Yacolt,-122.39221,45.843674
684,99105,Benge,-118.13247,46.866805
685,98626,Kelso,-122.88566,46.150433
686,98130,Seattle,-121.803388,47.432251
687,98622,Heisson,-122.520347,45.801586
688,98047,Pacific,-122.24463,47.26619
689,98731,Waller,-122.353089,47.185462
690,99401,Anatone,-117.2491,46.086657
691,98419,Tacoma,-122.4396661,47.2237979
692,98043,Mountlake Terrace,-122.30539,47.790969
693,98150,Seattle,-121.803388,47.432251
694,98593,Vader,-122.9827,46.40521
695,98834,Methow,-120.02851,48.138528
696,98241,Darrington,-121.56075,48.265483
697,98042,Kent,-122.11451,47.363382
698,98151,Seattle,-121.803388,47.432251
699,99357,Royal City,-119.67175,46.922079
700,99018,Latah,-117.13639,47.277842
701,98641,Oysterville,-124.02626,46.554
702,98439,Lakewood,-122.52294,47.12562
703,99101,Addy,-117.94318,48.305861
704,98413,Tacoma,-122.113223,47.066193
705,98330,Elbe,-122.17858,46.761546
706,98174,Seattle,-122.33523,47.604718
707,98466,Tacoma,-122.53272,47.230402
708,98029,Issaquah,-122.02065,47.572401
709,99013,Ford,-117.82325,47.889348
710,99027,Otis Orchards,-117.12007,47.703698
711,98073,Redmond,-121.803388,47.432251
712,98661,Vancouver,-122.62846,45.63873
713,98282,Camano,-122.48209,48.185511
714,98327,Dupont,-122.64326,47.088719
715,98395,Wauna,-122.832799,47.266017
716,98596,Winlock,-122.92262,46.493247
717,98672,White Salmon,-121.47523,45.786727
718,98565,Napavine,-122.90699,46.580105
719,98168,Seattle,-122.3027,47.491327
720,98240,Custer,-122.63256,48.931679
721,98055,Renton,-122.21005,47.467422
722,98068,Snoqualmie Pass,-121.39603,47.397811
723,98247,Everson,-122.32095,48.900256
724,98848,Quincy,-119.85868,47.18227
725,98601,Amboy,-122.43726,45.935656
726,98051,Ravensdale,-121.88657,47.359414
727,99324,College Place,-118.38466,46.044936
728,98304,Ashford,-122.01544,46.75523
729,98643,Rosburg,-123.62473,46.302905
730,98559,Malone,-123.32595,46.959091
731,98991,Roslyn,-120.993126,47.221837
732,98588,Tahuya,-123.02078,47.433993
733,99363,Wallula,-118.88468,46.059013
734,98557,Mccleary,-123.2739,47.054419
735,98368,Port Townsend,-122.79736,48.100255
736,99137,Hunters,-118.11361,48.174649
737,98501,Olympia,-122.8819,47.014718
738,98948,Toppenish,-120.33462,46.35653
739,98946,Thorp,-120.71232,47.087352
740,98556,Littlerock,-123.017043,46.902376
741,98827,Loomis,-119.68939,48.885618
742,98801,Wenatchee,-120.32881,47.425497
743,99336,Kennewick,-119.16369,46.210957
744,98026,Edmonds,-122.33651,47.821568
745,99216,Spokane,-117.21699,47.665819
746,98673,Wishram,-120.94997,45.661878
747,98492,Lakewood,-122.113223,47.066193
748,98233,Burlington,-122.33366,48.486892
749,99258,Spokane,-117.431742,47.653568
750,98141,Seattle,-122.330032,47.610206
751,98570,Onalaska,-122.65346,46.593526
752,99210,Spokane,-117.431742,47.653568
753,98922,Cle Elum,-120.91733,47.19377
754,99536,Kennewick,-119.160173,46.216706
